"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"94","1416288_at","Dnaja1","15502","DnaJ heat shock protein family (Hsp40) member A1",-0.382504187344257,11.4115109983962,-2.42795375033845,0.031725285048955,0.313202814100322,-3.82541061271019
"95","1416289_at","Plod1","18822","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",0.412894650737266,7.88885851552318,2.65192202862794,0.0209989859747082,0.261320714351924,-3.44304367342876
"96","1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-0.308400097092086,5.3639486559539,-1.60130022563679,0.135115751638814,0.51968356930865,-5.10970463025094
"97","1416299_at","Shcbp1","20419","Shc SH2-domain binding protein 1",-0.413574011564759,3.71872878809857,-2.42135882348402,0.0321106464012724,0.315091781001005,-3.83652163090009
"98","1416304_at","Litaf","56722","LPS-induced TN factor",0.448629031034145,9.15195277415127,1.94223920320461,0.0757815551790165,0.42480628262398,-4.61163544976565
"99","1416308_at","Ugdh","22235","UDP-glucose dehydrogenase",0.362322337023862,10.3862713966085,1.43176670927567,0.177566518738751,0.581520855889168,-5.33478254682426
"100","1416318_at","Serpinb1a","66222","serine (or cysteine) peptidase inhibitor, clade B, member 1a",0.748290420385842,6.97269651554326,1.35067921205026,0.201551341850552,0.610101359115185,-5.43623517471127
"101","1416326_at","Crip1","12925","cysteine-rich protein 1 (intestinal)",0.0127637337307096,8.22749814965228,0.0665606560420963,0.948020135335027,0.990160600434515,-6.3227885816291
"102","1416332_at","Cirbp","12696","cold inducible RNA binding protein",0.258375174788364,5.90257437560379,1.31361060952957,0.213373172997857,0.625278283516491,-5.48118192201272
"103","1416346_at","Timm8a1","30058","translocase of inner mitochondrial membrane 8A1",-0.300846590836461,7.16357752974021,-1.50433499705501,0.158177807208832,0.552593073652584,-5.24050441814528
"104","1416349_at","Mrpl34","94065","mitochondrial ribosomal protein L34",-0.0579980277256347,8.53554028054111,-0.279978005734575,0.784229799091243,0.943050124934601,-6.28414444938857
"105","1416350_at","Klf16","118445","Kruppel-like factor 16",-0.385007027012073,4.13916642614111,-2.25217937423857,0.0436823803864723,0.365598059534134,-4.11800493538588
"106","1416360_at","Snx18","170625","sorting nexin 18",0.100080728643385,5.58734569665313,0.485839424879984,0.635772136635911,0.890464812330073,-6.20257116224649
"107","1416365_at","Hsp90ab1","15516","heat shock protein 90 alpha (cytosolic), class B member 1",0.00740730117599853,11.1226367675862,0.0392412067825059,0.9693390005878,0.993790887421667,-6.32430384432877
"108","1416368_at","Gsta4","14860","glutathione S-transferase, alpha 4",0.361441814168728,9.69619042944754,1.66997170641626,0.120605789237902,0.491583703170351,-5.01393542354009
"109","1416380_at","Mov10","17454","Mov10 RISC complex RNA helicase",0.0871946614633368,6.17552821420749,0.435240788571575,0.671060507619536,0.903395008439413,-6.22657330967327
"110","1416382_at","Ctsc","13032","cathepsin C",0.497164491856086,11.2768633179421,2.7811760898857,0.0165208248631048,0.239504514620412,-3.21876249906617
"111","1416383_a_at","Pcx","18563","pyruvate carboxylase",0.0880111422251098,11.0348220811591,0.498766542752621,0.626899673685907,0.885483024576159,-6.19603237165781
"112","1416409_at","Acox1","11430","acyl-Coenzyme A oxidase 1, palmitoyl",0.291470935311493,11.1446854772,1.04617970687216,0.315955759048191,0.723283865179191,-5.77649031241056
"113","1416410_at","Pafah1b3","18476","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",0.55588918481029,5.44924289616382,2.59022475088264,0.0235373534185296,0.272527062460775,-3.54926240096164
"114","1416418_at","Gabarapl1","57436","gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1",-0.477069228785309,9.85826368349967,-1.71632697044034,0.111604482521363,0.478054983625061,-4.94790256580787
"115","1416424_at","Plin3","66905","perilipin 3",0.121163174145067,7.4769620961112,0.619532880358581,0.547070165245664,0.848934632596582,-6.12707790015796
"116","1416428_at","Thap11","59016","THAP domain containing 11",0.0525882127570316,7.47669327895475,0.266374150188117,0.794442287179552,0.943566019605547,-6.28801709761747
"117","1416431_at","Tubb6","67951","tubulin, beta 6 class V",0.238188210284928,6.64862049427891,0.854564680776378,0.409416183767355,0.782148562297634,-5.95365298789575
"118","1416432_at","Pfkfb3","170768","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",-0.568400138183014,5.09954928021148,-2.57756873090188,0.024093944342075,0.276526965452507,-3.57097496304209
"119","1416442_at","Ier2","15936","immediate early response 2",-0.0546925351861391,7.37997116152532,-0.238394538043686,0.815570124844645,0.949236105130179,-6.29538264212766
"120","1416444_at","Elovl2","54326","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2",-0.387543772869803,11.3309812065961,-2.27614231837947,0.0418296473416575,0.360044942787187,-4.07858059472775
"121","1416452_at","Oat","18242","ornithine aminotransferase",-1.39829937611025,11.8037825725915,-4.18108924651288,0.00125558810149046,0.0755212991415005,-0.762830607739096
"122","1416459_at","Arf2","11841","ADP-ribosylation factor 2",-0.276293546871217,4.39194967902429,-1.31241870582563,0.213762478772208,0.625278283516491,-5.48261182390645
"123","1416481_s_at","Higd1a","56295","HIG1 domain family, member 1A",0.00267636868701882,7.13227110804926,0.0116899191896969,0.990863803803298,0.996130501535224,-6.32503958951596
"124","1416483_at","Ttc3","22129","tetratricopeptide repeat domain 3",0.265140805677111,7.28139153064147,1.62547544651816,0.129842314575265,0.511185257867224,-5.07627670804227
"125","1416488_at","Ccng2","12452","cyclin G2",0.47495601494024,8.03028434924102,2.25530888800658,0.0434360590519906,0.365598059534134,-4.11286518016615
"126","1416497_at","Pdia4","12304","protein disulfide isomerase associated 4",0.179897678204744,9.85840486526651,1.06182703440181,0.309076746259347,0.716694710313153,-5.76069633818112
"127","1416504_at","Ulk1","22241","unc-51 like kinase 1",-0.194305237941375,6.06497983221749,-0.740822031362463,0.472953042292506,0.808053551219355,-6.04387428896795
"128","1416505_at","Nr4a1","15370","nuclear receptor subfamily 4, group A, member 1",-0.0853926072412685,5.99886546750975,-0.576937519754408,0.574573413165662,0.863428292428528,-6.15300782696424
"129","1416510_at","Mrpl4","66163","mitochondrial ribosomal protein L4",-0.133765206347435,8.78820405508644,-0.786755689398455,0.44658183637542,0.794792289409303,-6.00883024819976
"130","1416511_a_at","Cdc42ep4","56699","CDC42 effector protein (Rho GTPase binding) 4",-0.156237388447658,7.68056271426756,-0.871911395673961,0.400250478856604,0.778917648487866,-5.93888988904007
"131","1416514_a_at","Fscn1","14086","fascin actin-bundling protein 1",0.169442394478845,7.11316642873693,0.796183579632232,0.441287815831147,0.794792289409303,-6.00140256694244
"132","1416517_at","Pnpla6","50767","patatin-like phospholipase domain containing 6",0.192948132731201,7.22193371561668,1.14708470254542,0.273553267175556,0.681888727387724,-5.67129447578333
"133","1416529_at","Emp1","13730","epithelial membrane protein 1",0.315986835032884,3.61823333870913,1.64628732570761,0.125447631830115,0.501456106459429,-5.04724810094411
"134","1416530_a_at","Pnp","18950","purine-nucleoside phosphorylase",0.247394380476818,11.1328433415838,1.59198805582142,0.137196296295119,0.52164960042202,-5.12249593175977
"135","1416538_at","Siae","22619","sialic acid acetylesterase",0.17482433389313,7.06111571952029,0.679194584012063,0.509816011579614,0.831196701344864,-6.08786374040577
"136","1416553_at","Cenpx","20892","centromere protein X",-0.0215864388450822,8.48423773739599,-0.108734178848488,0.91519818499831,0.979750726721988,-6.31891474623028
"137","1416554_at","Pdlim1","54132","PDZ and LIM domain 1 (elfin)",0.341534077671692,9.22023122218746,1.912637492973,0.0797874725534096,0.436278974500799,-4.65696195175541
"138","1416557_a_at","Eftud2","20624","elongation factor Tu GTP binding domain containing 2",0.127487702054438,6.56068107847927,0.610978101752239,0.552534492850016,0.851702491446946,-6.13242480772504
"139","1416560_at","Slc13a3","114644","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",-0.794950515793004,7.44479863047757,-2.75191428029238,0.0174440601904342,0.242224531502583,-3.26972347719237
"140","1416572_at","Mmp14","17387","matrix metallopeptidase 14 (membrane-inserted)",0.469484940142521,6.23567468551023,1.44898982159986,0.172792194982247,0.578541064568706,-5.31269767912479
"141","1416576_at","Socs3","12702","suppressor of cytokine signaling 3",0.236077896310114,6.6548199053121,0.723452433934389,0.483172748161786,0.815102819505075,-6.05662654336534
"142","1416583_at","Bad","12015","BCL2-associated agonist of cell death",-0.0644589788644874,6.98568245439602,-0.343778156244369,0.736921339350534,0.926920384795067,-6.26345061710677
"143","1416590_a_at","Rab34","19376","RAB34, member RAS oncogene family",0.200211050996363,5.7272360050089,0.96540797566594,0.353265850567567,0.745152344300888,-5.85489141494265
"144","1416593_at","Glrx","93692","glutaredoxin",0.113443357071831,7.58994254636892,0.304929527992576,0.765608405587316,0.935544848396042,-6.27654727668301
"145","1416595_at","Mrps22","64655","mitochondrial ribosomal protein S22",0.0306157147372623,8.96211048078377,0.144678202630021,0.887350163658143,0.970119283250093,-6.31414515541108
"146","1416596_at","Slc44a4","70129","solute carrier family 44, member 4",0.24082244639506,4.86162357973544,1.4837318623801,0.163490535400945,0.560144787955979,-5.26759507461595
"147","1416600_a_at","Rcan1","54720","regulator of calcineurin 1",0.150057353742334,7.83000554540182,0.737485801626533,0.474905507674427,0.809272011983283,-6.04634505256646
"148","1416605_at","Nhp2","52530","NHP2 ribonucleoprotein",-0.148584545019722,6.95910274626726,-0.728143196226048,0.480399584640535,0.814258750919626,-6.0532099383293
"149","1416612_at","Cyp1b1","13078","cytochrome P450, family 1, subfamily b, polypeptide 1",0.287324656488019,4.12838895763509,1.53680842847082,0.150103694297052,0.541466583028676,-5.19729812992147
"150","1416620_at","Smarcal1","54380","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",0.114519439671274,6.58065503930932,0.676535735717148,0.511443899549026,0.831866557965194,-6.08968248634471
"151","1416639_at","Slc2a5","56485","solute carrier family 2 (facilitated glucose transporter), member 5",-0.0701296329030878,4.94746740819288,-0.392047106099103,0.701850493256415,0.913334122838415,-6.24504019160546
"152","1416644_a_at","Sema3b","20347","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",-0.169464268080656,4.04678271368183,-0.842875095082907,0.415671621123311,0.785252528436743,-5.96345386209586
"153","1416647_at","Bckdha","12039","branched chain ketoacid dehydrogenase E1, alpha polypeptide",-0.237925011380582,9.73953131864512,-1.32512815545078,0.20964091416261,0.621914303956889,-5.46731512061962
"154","1416655_at","C1galt1c1","59048","C1GALT1-specific chaperone 1",-0.0954674949080161,9.09119324303001,-0.63201233087036,0.539153384529778,0.846136486051507,-6.11915324559142
"155","1416661_at","Eif3a","13669","eukaryotic translation initiation factor 3, subunit A",-0.126050770490143,6.99119796014339,-0.545174886321726,0.595553405477171,0.870547912236656,-6.17120704255891
"156","1416666_at","Serpine2","20720","serine (or cysteine) peptidase inhibitor, clade E, member 2",0.037076102371782,5.60859705764677,0.169951664515925,0.867860493480919,0.961285776106688,-6.30998436762972
"157","1416671_a_at","Mcoln1","94178","mucolipin 1",-0.174551186352106,6.307273383444,-0.818443974487684,0.428949791811982,0.794792289409303,-5.98355072330635
"158","1416675_s_at","Plcd1","18799","phospholipase C, delta 1",0.145660526425679,3.91193627170275,0.872705831273704,0.399834066289461,0.778917648487866,-5.93820753365506
"159","1416679_at","Abcd3","19299","ATP-binding cassette, sub-family D (ALD), member 3",0.0296011043095081,12.3164307013016,0.175967583240153,0.863234116554988,0.960529088924495,-6.30889593388723
"160","1416685_s_at","Fbl","14113","fibrillarin",0.0484648230727061,9.18402493263317,0.303444165553717,0.766712800676329,0.935642794808751,-6.27701740734799
"161","1416691_at","Gtpbp2","56055","GTP binding protein 2",-0.307608833352453,4.91693296293237,-1.20196248139928,0.252405755290517,0.663383169681183,-5.61084489137277
"162","1416695_at","Tspo","12257","translocator protein",0.198606243121786,9.50617889671221,1.12564352588045,0.282178208615496,0.690486363629062,-5.69430215696933
"163","1416696_at","Mydgf","28106","myeloid derived growth factor",0.130884878949656,8.98404927642521,0.595254459770001,0.562656182435127,0.85879101529572,-6.14207028086847
